subject	article_name	doi	species_id	species_name	interaction_id	interaction_name	sentence
Molecular	PLoS_One_2010_Mar_11_5(3)_e9658	10.1371/journal.pone.0009658	BIO-nm.5677,BIO-sp2-1724	Streptococcus pneumoniae,S. aureus	interaction:025:killing	killed	Two of them counteract antibacterial activity of lysozyme: i) the modification of different sites of the PG structure by two kinds of enzymes such as the  N -acetylglucosamine deacetylase (PgdA) of  Streptococcus pneumoniae   [14] , or the peptidoglycan-specific  O -acetyltransferase (OatA) of  S. aureus   [15]  prevents the binding of lysozyme to its substrate and contributes to the muramidase resistance; ii) the modification of the net negative charge of the bacterial cell surface by adding positively charged residues (D-alanine esterification through  dlt  genes) to teichoic and lipoteichoic acids helps bacteria to avoid being killed by antimicrobial peptides or CAMP activity of lysozyme  [13] ,  [16] .
Molecular	PLoS_One_2010_Mar_11_5(3)_e9658	10.1371/journal.pone.0009658	BIO-nm.3093,BIO-nm.3308,BIO-nm.3093	E. coli,Salmonella enteritidis,E. coli	interaction:025:killing	killing	The third mechanism to evade the killing action of lysozyme consists on the production of lysozyme inhibitors such as the  s treptococcal  i nhibitor of  c omplement (SIC) in streptococci  [17] , the inhibitor of vertebrate lysozyme (Ivy) in  E. coli   [18] , and the periplasmic (or membrane) lysozyme inhibitor of c-type lysozyme (named PliC or MliC, in  Salmonella enteritidis  and  E. coli , respectively)  [19] , which have protective function.
Molecular	PLoS_One_2010_Mar_11_5(3)_e9658	10.1371/journal.pone.0009658	BIO-nm.5677,BIO-nm.5526	S. pneumoniae,E. faecalis	interaction:006:affecting	affects	In association to PgdA, OatA also affects the fitness of  S. pneumoniae   [38]  and deserves to retain our attention in the case of  E. faecalis .
Molecular	PLoS_One_2010_Jun_8_5(6)_e11009	10.1371/journal.pone.0011009	SF-212377,SF-456520|SF-212230	S. pombe,S. octosporus	interaction:024:relationship	relationship	The topology of the clades, showing the closest relationship between the  S. pombe  and  S. octosporus  sequences, reflects the species phylogenetic tree derived from analysis of mitochondrial DNA sequences  [23] .
Molecular	PLoS_One_2010_Feb_9_5(2)_e9129	10.1371/journal.pone.0009129	Kew-34681|Kew-226301|ITS-14529|Cha-4534|Lep-70394.0|Kew-45034|SF-173296|Scr-4433-19-.03-.06-.01-.019-.043-.002-.-|Cer-S-27654|OSF-S-9856|Kew-32666|Cer-S-34571|FLO-s18889|Cer-S-51319|SF-172542|ITS-88872|Ros-48698|Kew-273532|Scr-2800-19-.03-.06-.01-.003-.000-.003-.b|Kew-41835|Kew-53151|Kew-223447|URM-M-477|ITS-723710|Fis-120926|FLO-t12923|Kew-223020|ITS-578999|Zyg-217421|Neu-3881|ITS-509983|ITS-578592|Kew-34553|ITS-74906|Cer-S-18082|ITS-198644|Por-165260|Cer-S-18080|ITS-723709|Cer-S-96437|Ara-001954|BSF-S-105|Dip-162176|OSF-7709|OSF-S-13964|ITS-85764|Mus-Syn-2692|Wtx-68410|Dip-Syn-2741|Lep-22155.0|ILD-26723-24179|Cer-S-43221|Fis-128869|Fis-12630|Kew-44406|URM-2-1999|ITS-574452|MSF-2490|Sal-8861|Myr-2040194|Rep-2108|Kew-46218|Scr-5012-14-.00-.02-.00-.004-.000-.112-.-|Ara-023302|Kew-223878|ITS-104239|Dip-Syn-53084|Fis-122397|Cum-181687|Kew-54905|Kew-37950|Fis-142694|OSF-S-13016|Cer-S-22221|ITS-199175|ITS-71238|Kew-53797|Chi-s384|ITS-543986|Fis-128860|Lep-250643.0|Ast-Syn-15333|Dip-Syn-129550|OSF-22744|Dip-51036|Dip-169125|ICH-90215700|Rha-155936|Ara-026813|Wtx-24969|Kew-44725|URM-Sc-284|Alg-24261|SF-NZ-311183|Sal-7459|OSF-S-10182|Kew-236471|Alg-58407|OSF-9726|URM-Cn-1784|Eum-1194|Cer-S-26607|Scr-4305-18-.01-.01-.05-.029-.007-.022-.-|ITS-510680|Lep-14018.0|Lep-264549.0|MSF-789|Eum-120|Ara-020291|Odo-640|Alg-15855|Ros-7923|URM-Cn-3720|Dip-193661|Dip-129627|Kew-367758|Fis-158968|Dip-50885|Dip-Syn-132770|ITS-33111|Por-133464|Wtx-51611|Scr-11120-19-.03-.03-.01-.015-.000-.002-.-|Kew-216451|Kew-223391|Dip-53548|Ast-Syn-5145|ITS-511523|Cer-S-79713|Neu-3709|Neu-13975|Kew-49842|Wtx-3350|Scr-5155-14-.00-.02-.00-.004-.000-.112-.-|Alg-13433|Lep-70616.0|Lep-275651.0|Kew-39327|Cer-22599|Alg-52215|Cer-S-34783|Scr-2878-19-.03-.06-.01-.003-.000-.003-.b|OSF-S-12631|Kew-331332|ICH-90219406|Fis-22754|Lep-154556.0|Wtx-3360|ITS-667159|Wtx-3369|ITS-84329|Por-132154|Wtx-3367|Alg-2676|Dip-Syn-41205|Kew-32358|Kew-53583|Rep-Syn-2441|Dip-127939|Kew-32755|Ast-Syn-26060|ITS-63411|MOS-35157355|ITS-184075|Lep-181655.0|ITS-92405|OSF-S-11253|Fis-29889|OSF-18779|Psy-1016|Cer-1337|Wtx-51609|Alg-3243|SF-329546|NZ-18947|Alg-13671|OSF-9801|ILD-7028-6023|ITS-205336|Wtx-3380|OSF-S-10820|Neu-S-14838|Cer-S-29338|Cer-S-21242|Dip-Syn-137838|Kew-52755|Dip-Syn-153759|IOP-587831|SF-311121|Lep-233054.0|Kew-29484|Por-190508|Cer-S-136373|ILD-730|SF-328426|Lep-31091.0|Dip-129550|ITS-654789|Cer-S-38552|OSF-S-15211|Odo-45|Lep-31172.0|Ast-Syn-31311|Ast-Syn-24541|Cha-Syn-4620|Kew-54737|Dip-Syn-37518|Cer-S-125410|Kew-327825|Cha-Syn-4619|Lep-232696.0|Lep-258882.0|Dip-158578|ITS-63332|SF-210287|Rep-Syn-5509|Kew-276067|Ast-Syn-8902|Rot-240|SF-372403|Mus-1043|Kew-46500|OSF-7633|Lep-85613.0|ITS-206371|SF-310994|Kew-40059|Eum-175|ITS-511092|Fis-126827|Cer-S-26462|Cha-4277|SF-151406|Por-190647|Wtx-75383|Kew-364549|Dip-Syn-41011|Cer-S-27064|Por-171333|SF-478957|IOP-587663|OSF-19191|Cer-S-26468|Kew-40060|Cer-S-40248|Dip-180275|SF-359447|Fis-126820|Kew-234616|Wtx-75389|Wtx-75391|SF-414821|ICH-90201812|Dip-51545|Lep-182521.0|Lep-76084.0|URM-Aco-99|Ast-Syn-42668|ITS-554091|Scr-11687-19-.03-.03-.01-.015-.000-.002-.-|ICH-90187311|Dip-84374|URM-2-3537|Rep-Syn-13780|Dip-Syn-68661|Por-190377|Dip-29233|SF-355309|Cer-S-27968|ITS-699035|ILD-1089-629|SF-383617|Ast-Syn-7888|IOP-588948|Kew-234921|ICH-90238925|Por-190368|Dip-13622|SF-112257|Dip-Syn-169125|Dip-74771|Alg-1339|Cer-S-33416|Kew-233867|Zyg-433066|Por-190396|Kew-41443|Cer-S-29169|OSF-S-10212|ICH-90201077|ITS-37183|Cha-Syn-17633|Cha-Syn-17634|Cha-Syn-17631|ITS-693156|ITS-85340|Wtx-61324|Cer-14103|Dip-Syn-127939|Alg-676|ICH-90233764|Dip-Syn-41144|Cer-S-28919|Dip-41835|Ara-000243|ILD-12610|Wtx-27112|Ara-026750|Cer-S-22583|OSF-S-14362|Ast-Syn-6406|Wtx-56035|OSF-S-15624|BSF-4351|ITS-660156|Por-166095|Por-190469|Lep-21472.0|Kew-37528|Kew-222794|Wtx-56028|CCW-12207|Lep-54785.0|Kew-35897|ITS-750301|Fis-35025|Cum-110509|ITS-108828|Ast-Syn-9518|Rep-Syn-4696|ICH-90225362|ICH-90222592|Fis-6817|OSF-18176|Lep-195778.0|Ros-49552|ITS-749359|Cer-S-24962|Rep-Syn-13723|Ara-000251|ITS-510381|Kew-276506|Ast-22051|SF-126534|Ast-Syn-22359|Ros-10196|Alg-41375|Ast-Syn-39012|Alg-27259|Kew-40932|ITS-750227|OSF-S-10535|SF-155659|Por-171855|Kew-37784|Kew-53856|Cha-Syn-6415|Fis-1613|ITS-661562|Ast-7917|Scr-4417-19-.03-.06-.01-.019-.043-.002-.-|Lep-71986.0|Kew-223527|Rep-1761|Dip-50431|Rep-Syn-6436|Kew-301669|Kew-301668|Alg-2105|Por-190312|Lep-264771.0|SF-381505|Por-170749|Scr-4289-18-.01-.01-.05-.029-.007-.022-.-|Cer-S-151724|URM-Cn-4632|Kew-36639|Fis-119000|Kew-303412|SF-238213|Kew-54056|IOP-569222|Dip-89970|Cha-Syn-14034|Neu-S-1935|ITS-111558|Dip-50319|Ast-Syn-41348|Cer-S-15809|Cer-28965|Cer-S-72190|Dip-Syn-47608|URM-Pol-75|ITS-201786|ITS-655780|Cer-S-24430|ITS-567348|Cer-2718|Lep-76194.0,ITS-180092	C. elegans,human	interaction:024:relationship	relationship	There are previous indications that G+C content has a strong relationship to nucleosome occupancy in yeast and  C. elegans   [9] ,  [19] ,  [20] , and also to nucleosome occupancy at human exons  [21] .
Molecular	PLoS_ONE_2009_Mar_9_4(3)_e4682	10.1371/journal.pone.0004682	ITS-180092,Fis-125529|ITS-180722,ITS-180691	humans,pigs,horses	interaction:023:host	host	There are limited numbers of host-specific influenza A viruses, i.e., humans (H1N1, H3N2, H2N2, and H1N2), pigs (H1N1, H3N2 and H1N2), horses (H3N8 and H7N7), and domestic avian species (H5N1, H5N2, H7N7, and H9N2)  [1] .
Molecular	PLoS_ONE_2009_Mar_9_4(3)_e4682	10.1371/journal.pone.0004682	ITS-180092,Fis-125529|ITS-180722,ITS-180092	humans,pigs,humans	interaction:023:host	host	It had been believed that avian influenza virus could not cross the species barrier to directly infect humans, and that pigs are required as an intermediate host for the interspecies transmission of avian influenza viruses to humans or as mixing vessels for the generation of reassortant viruses  [2] .
Molecular	PLoS_One_2010_Oct_5_5(10)_e13154	10.1371/journal.pone.0013154	BIO-nm.3262,Fis-125529|ITS-180722	P. temperata,pigs	interaction:020:limiting	limiting	Induction of  metL  gene in  P. temperata , which is known to be responsible for the synthesis of homoserine which serves as a precursor to threonine, lysine and methionine, reflects a growth-limiting concentration of these amino acids or an enhanced need for homoserine in the nematode as has been noted in  Salmonella  during infection of pigs  [14] .
Molecular	PLoS_One_2010_Oct_5_5(10)_e13154	10.1371/journal.pone.0013154	BIO-nm.3262,ITS-63536	P. temperata,H. bacteriophora	interaction:015:interaction	interaction	Further, differential expression of purine and pyrimidine biosynthesis genes  purL ,  cdd  and  carB  is likely required for bacteria-nematode interaction as  P. temperata purL  mutant was defective in supporting  H. bacteriophora  growth and completely inhibited infective juvenile formation.
Molecular	PLoS_One_2010_Oct_5_5(10)_e13154	10.1371/journal.pone.0013154	SF-131191|BIO-sp2-1401,ITS-63536	P. luminescens,H. bacteriophora	interaction:002:symbiosis,interaction:024:relationship	symbiotic,relationship	These findings corroborate a recent study suggesting that motility is not required for symbiotic relationship between  P. luminescens  and  H. bacteriophora   [30] .
Molecular	PLoS_One_2010_Oct_5_5(10)_e13154	10.1371/journal.pone.0013154	BIO-nm.3262,BIO-nm.3093	P. temperata,E. coli	interaction:023:host	host	Repression of  priA  in  P. temperata  may slow down its growth in the nematode host as  priA  mutation in  E. coli  results in decreased DNA replication  [32]  and bacterial growth  [33] .
Molecular	PLoS_ONE-3-2-2215776	10.1371/journal.pone.0001567	ITS-180092,ITS-180366,Fis-122288	human,Mus musculus,frog	interaction:024:relationship	relationships	Phylogenetic reconstruction of  myod -neighbouring genes Phylogenetic analysis was used to reconstruct the relationships of genes in upstream/downstream proximity to  myod  in human relative to other species used in the synteny analysis, and also using sequences obtained from Ensembl genomes databases of mouse ( Mus musculus ) and the diploid frog  X. tropicalis .
Molecular	PLoS_ONE-3-3-2268965	10.1371/journal.pone.0001889	OSF-S-13509|Dip-49169|OSF-S-13906|ITS-724306|Wtx-64341,ITS-581029|FLO-t3552,Dip-150904	P. vivax,P. knowlesi,P. chabaudi	interaction:005:parasitism,interaction:005:parasitism	parasites,parasites	The amino acid sequences of PfSRs were used to scan the genome sequences from two other primate parasites ( P. vivax and P. knowlesi ) and from three rodent parasites ( P. chabaudi, P. berghei and P. yoelii ).
Molecular	PLoS_ONE-3-3-2268965	10.1371/journal.pone.0001889	ITS-553105,Eum-988,Dip-Syn-20123,ITS-63332,Mus-338|ITS-23041	Cryptosporidium parvum,Dictyostelium discoideum,Drosophila melanogaster,Caenorhabditis elegans,Arabidopsis thaliana	interaction:005:parasitism	parasites	We found that the 7-TM core region of PfSR10 (located in the C-terminal half of the protein, see  Figure 2 ) is conserved among other protozoan parasites such as  Cryptosporidium parvum  and  Entamoeba histolytica , as well as in unrelated organisms, such as  Saccharomyces cerevisae ,  Dictyostelium discoideum ,  Drosophila melanogaster ,  Caenorhabditis elegans  and  Arabidopsis thaliana  ( Figure 4 ).
Molecular	PLoS_ONE-3-3-2268965	10.1371/journal.pone.0001889	OSF-S-13509|Dip-49169|OSF-S-13906|ITS-724306|Wtx-64341,ITS-581029|FLO-t3552	P. vivax,P. knowlesi	interaction:005:parasitism,interaction:005:parasitism	parasites,parasites	Phylogenetic studies performed with small subunit ribosomal RNA and cytochrome b genes revealed that the primate parasites  P. vivax  and  P. knowlesi  are closely related, while  P. falciparum  is even more distant from them than the rodent parasites  P. yoelii  and  P. berghei   [36] ,  [37] .
Molecular	PLoS_One_2010_Feb_5_5(2)_e9068	10.1371/journal.pone.0009068	ITS-180092,Fis-125529|ITS-180722,Fis-125529|ITS-180722	human,pigs,pigs	interaction:006:affecting	affected	Although non-egg-adapted swine and seasonal human H1N1 viruses typically display 225D/E  [27] ,  [30] , here we show possible selection of the 225G in affected middle lung lobe tissue from a small subset of samples from directly infected pigs, potentially indicative of different selection pressure within this compartment compared to cells of the upper respiratory tract ( Table 2 ,  Figure S6 ) even though cells of the lower respiratory tract of pigs express both α2,3 and α2,6 receptors  [4] .
Molecular	PLoS_One_2010_Oct_28_5(10)_e15387	10.1371/journal.pone.0015387	SF-163963,SF-212377	S. cerevisiae,S. pombe	interaction:006:affecting	affect	Deficiency in  SAE2  has been reported not to affect CPT- or ETP-sensitivity in  S. cerevisiae   [3] ,  [18] , although the  SAE2  ortholog,  CtIP , is essential for CPT-resistance in  S. pombe   [27] .
Molecular	PLoS_One_2010_Oct_28_5(10)_e15387	10.1371/journal.pone.0015387	SF-163963,SF-212377	S. cerevisiae,S. pombe	interaction:019:poisoning	poisons	Our results identify several clear distinctions between  S. cerevisiae  and  S. pombe  in the response to topoisomerase poisons.
Molecular	PLoS_One_2010_Jul_6_5(7)_e11058	10.1371/journal.pone.0011058	BIO-nm.1253,ICH-90181899|BIO-sp2-167|Scr-18-.01-.01-.05-.080-.000-.001-.-|ITS-112337|ICH-90226455|SF-344702|Lep-88068.0|Wtx-31109|Por-171660|ITS-737566|ITS-558957|Kew-372288	C. crescentus,B. subtilis	interaction:006:affecting	affects	Recent studies with  C. crescentus and B. subtilis  revealed that ClpX or ClpXP complex functions as a regulator of cell division, although the mechanisms by which it affects cell division appear to vary in the two species.
Molecular	PLoS_One_2010_Jul_6_5(7)_e11058	10.1371/journal.pone.0011058	BIO-nm.3093,ICH-90181899|BIO-sp2-167|Scr-18-.01-.01-.05-.080-.000-.001-.-|ITS-112337|ICH-90226455|SF-344702|Lep-88068.0|Wtx-31109|Por-171660|ITS-737566|ITS-558957|Kew-372288	E. coli,B. subtilis	interaction:006:affecting	affecting	FtsZ localization at midcell sites and cell poles and the potential regulators affecting Z-ring assembly have been extensively studied in  E. coli ,  B. subtilis  and a handful of other bacteria (reviewed in  [7] ).
Molecular	PLoS_ONE_2008_Apr_9_3(4)_e1942	10.1371/journal.pone.0001942	ITS-99131,Fis-132494|Rep-Syn-4557|Wtx-6587|Dip-Syn-60752|MSF-S-1732|OSF-S-7988|ITS-99130|Wtx-65768|Fis-115522|Dip-Syn-96222|Scr-19-.03-.06-.01-.009-.005-.001-.-|Wtx-62036|OSF-S-7661|Dip-Syn-165915|Wtx-6590	Gecarcinus ruricola,G. lateralis	interaction:023:host	hosts	The adult flies ( Figure 1D ) appear to be closely associated with their crab hosts (the black crab,  Gecarcinus ruricola  and the red crab,  G. lateralis ).
Molecular	PLoS_ONE_2008_Apr_9_3(4)_e1942	10.1371/journal.pone.0001942	Dip-18919,Dip-18845	D. endobranchia,D. carcinophila	interaction:007:competition	compete	It would be interesting to know whether  D. endobranchia  occurs sympatrically in this area with  D. carcinophila , a species with which it would directly compete.
Molecular	PLoS_One-5-5-2873285	10.1371/journal.pone.0010711	Alg-33310,Alg-37376|Alg-33309,Alg-39198,Alg-51755|Lep-286690.0	C. fusiformis,C. closterium,Nitzschia angularis,N. curvilineata	interaction:022:hybridising,interaction:022:hybridising	hybridization,hybridization	Earlier hybridization experiments suggest that either pCf1/pCf2 or plasmids with considerable sequence similarity existed in three strains of  C. fusiformis , in one of three strains of  C. closterium , in  Nitzschia angularis , and in  N. curvilineata   [49] ,  [50] , but no sequence data were available to indicate the possible sites of hybridization or integration of such plasmids with the plastids.
Molecular	PLoS_One_2011_Jan_19_6(1)_e15951	10.1371/journal.pone.0015951	BIO-nm.5663,BIO-nm.5677,BIO-nm.5096	Streptococcus mutans,Streptococcus pneumoniae,Listeria monocytogenes	interaction:023:host	hosts	This specificity is not restricted to subfamily IV, since BceAB (NP_721401, NP_721402) in  Streptococcus mutans,  YP_001835606 and YP_ 001835607 in  Streptococcus pneumoniae,  both of which belong to subfamily II, and the subfamily V AnrAB proteins (NP_465638, NP_465639) from  Listeria monocytogenes  confer bacitracin resistance on their respective bacterial hosts  [16] ,  [17] ,  [18] ,  [19] ,  [21] .
Molecular	PLoS_One_2010_Oct_29_5(10)_e13640	10.1371/journal.pone.0013640	ITS-180483|Fis-24054,ITS-622028	beluga,leopard cats	interaction:023:host	hosts	An example of a major difference between hosts within CoV phylogenies is the gamma-coronaviruses, which contains both avian CoVs and CoVs isolated from beluga and Asian leopard cats.
Molecular	PLoS_One_2009_Oct_8_4(10)_e7385	10.1371/journal.pone.0007385	ITS-180092,BIO-nm.3093	Man,E. coli	interaction:023:host	host	Results Expression of a Man-Made Protein in Bacteria To evaluate the effect of expressing a completely synthetic protein inside a living host organism, a pBAD18 vector containing the DX gene under the control of an arabinose-inducible promoter (pBAD18-DX) was transformed into the commercial  E. coli  strain Top10 [30] .
Molecular	PLoS_One_2011_Feb_3_6(2)_e14653	10.1371/journal.pone.0014653	BIO-sp2-167,BIO-sp2-943	B. subtilis,Lactococcus lactis	interaction:006:affecting	affected	In our hands the second-crossing over happened with a low frequency indicating that  B. subtilis , contrary to  Lactococcus lactis , was not severely affected by a chromosomal copy of pG + host8 actively replicating.
Molecular	PLoS_ONE_2008_Aug_13_3(8)_e2924	10.1371/journal.pone.0002924	BIO-sp2-709,ITS-180092,BIO-nm.2309	F. tularensis,human,F. novicida	interaction:023:host	host	To help shed light on how  F. tularensis  survives successfully inside the host cell, we previously performed Affymetrix oligonucleotide microarray analysis to examine genome wide transcriptional responses of human monocytes to the lesser virulent  F. novicida subsp novicida  strain.
Molecular	PLoS_One-4-9-2748714	10.1371/journal.pone.0007257	BIO-sp2-218,ITS-180092	C. jejuni,humans	interaction:023:host	hosts	No representatives of ST-21 were present among GBS and enteritis related strains from Bangladesh, whereas ST-21 is the prevalent complex in the general population structure of  C. jejuni   [25] , it is widespread in multiple hosts and has previously been described to be associated with infections in humans, and with livestock and environmental sources; as in chicken, cattle, contaminated milk and water  [25] ,  [36] .
Molecular	PLoS_One_2011_Feb_10_6(2)_e16966	10.1371/journal.pone.0016966	Fis-23407,ITS-180092	Lexa,human	interaction:019:poisoning	toxicity	More importantly, we found that Lexa and CHX combination treatment has no apparent apoptotic toxicity to normal human hepatocytes.
Molecular	PLoS_ONE-4-2-2643846	10.1371/journal.pone.0004588	BIO-sp2-1137,BIO-nm.7767	Mycobacterium tuberculosis,C. trachomatis	interaction:023:host	host	Recent work has indicated the involvement of several mouse IRG proteins in the growth regulation of pathogens within IFNγ-induced host cells: for instance, Irgm1 stimulates IFNγ-induced control of  Mycobacterium tuberculosis  and  Trypanosoma cruzi  in macrophages  [19]  and Irgm3 regulates IFNγ-induced control of  C. trachomatis  in fibroblasts  [20] .
Molecular	PLoS_ONE-4-2-2643846	10.1371/journal.pone.0004588	BIO-nm.7767,BIO-nm.7768	C. trachomatis,C. muridarum	interaction:006:affecting	affects	Results IFNγ negatively affects the growth of  C. trachomatis , but not of  C. muridarum  in MEFs IFNγ is a critical mediator for controlling chlamydial infection.
Molecular	PLoS_ONE-4-2-2643846	10.1371/journal.pone.0004588	BIO-nm.7767,BIO-nm.7768	C. trachomatis,C. muridarum	interaction:023:host,interaction:006:affecting	host,affected	Thus, distinct chlamydial species exhibit differential sensitivities to IFNγ in host resistance: Growth of  C. trachomatis  in MEFs is arrested in response to IFNγ, whereas growth of  C. muridarum  is not affected in response to IFNγ.
Molecular	PLoS_ONE-3-9-2528942	10.1371/journal.pone.0003222	URM-Cn-5594,URM-Cn-5539,URM-Cn-5887,URM-Cn-5620,URM-Cn-6147	Montastraea cavernosa,Favia fragum,Scolymia cubensis,Plesiastrea versipora,Siderastrea savignyana	interaction:020:limiting	limited	Second, although geographic sampling is limited (that is, most species were collected from a single location), where samples from multiple locations were available (e.g. Montastraea cavernosa ,  Favia fragum , and  Scolymia cubensis  from Brazil and Panama;  Plesiastrea versipora  from Palau and Japan,  Siderastrea savignyana  from Taiwan and Oman; Online Supporting Information  Table S1 ), sequences were either identical, sister taxa, or grouped with all other members of the genus on the mitochondrial tree ( Fig. 1 ).
Molecular	PLoS_One-4-7-2711527	10.1371/journal.pone.0006321	ITS-180092,SF-256187	human,C. albicans	interaction:023:host	host	Similarly, in the human pathogenic fungus  C. albicans , correct  O- mannosylation is important for morphogenesis, adherence to host cells, and virulence  [15] .
Molecular	PLoS_One_2011_Apr_15_6(4)_e18748	10.1371/journal.pone.0018748	BIO-sp2-1724,ITS-180092	S. aureus,human	interaction:012:invasion	invading	Previous reports demonstrated that  S. aureus  is capable of invading osteoblasts from human, murine and chicken sources in both culture and in vivo  [24] ;  [25] ;  [26] .
Molecular	PLoS_One_2011_Aug_9_6(8)_e23417	10.1371/journal.pone.0023417	Fis-29393|Fis-24927|Fis-29395|Fis-29666|Fis-25131|Fis-22850|Fis-60266|Fis-118529|Fis-23375|Fis-22874,BIO-sp2-46,BIO-nm.2953	cod,A. salmonicida,V. anguillarum	interaction:023:host	host	The codCATHs were upregulated in the gills of cod post-infection with  A. salmonicida , but were not upregulated during infection with  V. anguillarum   [40] , indicating that the host cathelicidin response is specific to the bacteria causing the infection.
Molecular	PLoS_One-5-2-2823793	10.1371/journal.pone.0009288	Por-133160|Ros-47292|Rha-155676|IOP-571570,Kew-261626|OSF-18078|Scr-01-.06-.01-.00-.001-.000-.010-.-|IOP-612597|Ros-29877|ICH-90236645|Coc-17437|ILD-21607|Ros-52834|Kew-178866|Coc-17051|Fis-159003|Lep-226753.0|Mus-Syn-7220|Fis-159004|OSF-19093|Kew-180217|URM-Cn-9690|Kew-176219|Zyg-162362|OSF-29720|Kew-286887|Scr-01-.05-.02-.00-.010-.000-.171-.-|Cer-S-144593|PSF-1997|Ara-001262|OSF-29979|ICH-90240768|Kew-338091|Wtx-3041|IOP-571510|Lep-83972.0|ITS-506464	R. gallica,R. chinensis	interaction:022:hybridising	hybrids	The cultivated hybrids that were studied herein have either highly double flowers with hardly any stamen ( R. gallica  ‘Cardinal de Richelieu’), or semi-double flowers (25–30 petals) with stamens ( R. chinensis  ‘Old Blush’).
Molecular	PLoS_One-5-2-2823793	10.1371/journal.pone.0009288	Por-133160|Ros-47292|Rha-155676|IOP-571570,Kew-261626|OSF-18078|Scr-01-.06-.01-.00-.001-.000-.010-.-|IOP-612597|Ros-29877|ICH-90236645|Coc-17437|ILD-21607|Ros-52834|Kew-178866|Coc-17051|Fis-159003|Lep-226753.0|Mus-Syn-7220|Fis-159004|OSF-19093|Kew-180217|URM-Cn-9690|Kew-176219|Zyg-162362|OSF-29720|Kew-286887|Scr-01-.05-.02-.00-.010-.000-.171-.-|Cer-S-144593|PSF-1997|Ara-001262|OSF-29979|ICH-90240768|Kew-338091|Wtx-3041|IOP-571510|Lep-83972.0|ITS-506464	R. gallica,R. chinensis	interaction:022:hybridising	hybrids	Together, these data suggest that a restricted expression pattern of the rose ortholog of  AGAMOUS  has been selected independently during the domestication of  R. gallica  and  R. chinensis  to generate double flower hybrids.
Molecular	PLoS_ONE-4-5-2677663	10.1371/journal.pone.0005520	Alg-57655|Alg-61076|Ros-20204|ITS-518340|Ast-Syn-26457|Kew-164781|SF-NZ-456448|URM-Xen-13|ITS-205625|SF-304334|Kew-166859|ITS-86415|Kew-162403|ITS-604422|ITS-57130|Kew-355255|Dip-22077|Kew-337217,ITS-180092,OSF-S-13509|Dip-49169|OSF-S-13906|ITS-724306|Wtx-64341	P. ovale,humans,P. vivax	interaction:015:interaction	interact	However,  P. ovale  may interact with other species of  Plasmodium  infecting humans, such as  P. falciparum  and  P. vivax , and may have a major influence on the epidemiological features of malaria  [5] .
Molecular	PLoS_ONE-4-5-2677663	10.1371/journal.pone.0005520	Alg-57655|Alg-61076|Ros-20204|ITS-518340|Ast-Syn-26457|Kew-164781|SF-NZ-456448|URM-Xen-13|ITS-205625|SF-304334|Kew-166859|ITS-86415|Kew-162403|ITS-604422|ITS-57130|Kew-355255|Dip-22077|Kew-337217,OSF-S-13509|Dip-49169|OSF-S-13906|ITS-724306|Wtx-64341	P. ovale,P. vivax	interaction:006:affecting,interaction:024:relationship,interaction:005:parasitism	affecting,relationships,parasite	Phylogenetically,  P. ovale  clusters with  Plasmodium  species affecting simian primates (as do  P. malariae  and  P. vivax , but not  P. falciparum ), but its phylogenetic relationships to other  Plasmodium  species or haemosporidian parasite genera remain unclear  [4] .
Molecular	PLoS_ONE-4-5-2677663	10.1371/journal.pone.0005520	ITS-180092,Alg-57655|Alg-61076|Ros-20204|ITS-518340|Ast-Syn-26457|Kew-164781|SF-NZ-456448|URM-Xen-13|ITS-205625|SF-304334|Kew-166859|ITS-86415|Kew-162403|ITS-604422|ITS-57130|Kew-355255|Dip-22077|Kew-337217	human,P. ovale	interaction:005:parasitism	parasites	Data for other taxa, including genetically characterized non human primate malaria parasites, are required to provide insight into the evolutionary history of  P. ovale   [16] .
