subject	article_name	doi	species_id	species_name	interaction_id	interaction_name	sentence	Good data	Notes
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22747|Fis-133951|Fis-23277|Fis-23060|Fis-23051|Fis-23240|Fis-23061|Fis-23063|Fis-23050|Fis-23047|Fis-23071|Fis-23064|Fis-23054|Fis-23067|Fis-23066|Fis-23069|Fis-23068|Fis-23059|Fis-23058|Fis-23044|Fis-23222|Fis-49770,Fis-22215|Fis-29358,ITS-180092	Shark,dolphins,human	interaction:001:predatorprey	prey	However, we believe this is unlikely for Shark Bay dolphins since only two prey families that were infrequently extracted during human  Sponging  are reported to be soniferous  [46] , and both possess swimbladders making them detectable with echolocation anyway.	N	missing participant, species trigger problem
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	ITS-180092,Fis-26735,Fis-22215|Fis-29358	human,barred sandperch,dolphin	interaction:001:predatorprey	prey	The predominant prey extracted during human  Sponging  was the barred sandperch whose behavior was strikingly consistent with dolphin sponging behavior  [14] .	Y	missing interaction, missing participant
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22215|Fis-29358,Fis-26735	dolphins,barred sandperch	interaction:001:predatorprey	prey	Using novel underwater techniques, we show that sponge tool-using dolphins target buried prey that lack swimbladders, particularly barred sandperch.	Y	missing interaction, missing participant
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22747|Fis-133951|Fis-23277|Fis-23060|Fis-23051|Fis-23240|Fis-23061|Fis-23063|Fis-23050|Fis-23047|Fis-23071|Fis-23064|Fis-23054|Fis-23067|Fis-23066|Fis-23069|Fis-23068|Fis-23059|Fis-23058|Fis-23044|Fis-23222|Fis-49770,Fis-22215|Fis-29358	Shark,dolphins	interaction:001:predatorprey	prey	Such prey are difficult to detect with echolocation  [21] â€“ [30] , which, when paired with Shark Bay's cluttered channel substrate, explains why dolphins probe the seafloor and benefit from using sponge tools.	N	missing participant, species trigger problem
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	ITS-573082,Fis-22215|Fis-29358	chimpanzees,dolphin	interaction:001:predatorprey,interaction:001:predatorprey	prey,prey	Similar to ant-fishing chimpanzees whose tool use is a function of prey type  [49] , dolphin tool use directly relates to the physical characteristics of their prey.	N	missing participant
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22215|Fis-29358,ITS-180092	dolphins,human	interaction:001:predatorprey	prey	Next, divers swam back along the other side of the transect (âˆ¼2 m to the side of the tape measure) towards the mid-stake with one diver pushing a 2 m long pole with a dead marine sponge attached along the substrate to ferret prey in the same manner as seen by sponging dolphins ( Sponging ), and the other diver filming this human  Sponging  with a Sony HDR-XR500V HD video camera in an AquaticaHD housing ( Video S1 ).	N	interaction trigger problem, missing participant
Ecology	PLoS_One_2011_Jul_20_6(7)_e22243	10.1371/journal.pone.0022243	Fis-22747|Fis-133951|Fis-23277|Fis-23060|Fis-23051|Fis-23240|Fis-23061|Fis-23063|Fis-23050|Fis-23047|Fis-23071|Fis-23064|Fis-23054|Fis-23067|Fis-23066|Fis-23069|Fis-23068|Fis-23059|Fis-23058|Fis-23044|Fis-23222|Fis-49770,Fis-22215|Fis-29358	Shark,Dolphin	interaction:001:predatorprey,interaction:001:predatorprey	prey,prey	Historical prey species were gathered from the long-term Shark Bay Dolphin Research Project's database and combined with families extracted during  Sponging  to create a total of 29 possible prey families.	N	missing participant, species trigger problem
Ecology	PLoS_One-5-10-2948506	10.1371/journal.pone.0013110	ITS-578327,IOP-512733	Allomerus decemarticulatus,H. physophora	interaction:024:relationship	relationships	Field observations on plant x  Zelus annulosus  x  Allomerus decemarticulatus  relationships During the 27 non-consecutive hours of observation (15 min for each of the 107  H. physophora  bearing at least one  Z. annulosus  individual; 363  Z. annulosus  observed),  Z. annulosus  nymphs never extended their rostrum towards extrafloral nectaries nor did they suck the sap from the leaves or young parts of the stem.	N	missing participant, interaction trigger problem
Ecology	PLoS_One-5-10-2948506	10.1371/journal.pone.0013110	IOP-512733,ITS-578327	H. physophora,A. decemarticulatus	interaction:016:herbivory	herbivore	On  H. physophora , trichomes offer an enemy free space to  Z. annulosus  by providing protection from larger ants as well as from the smaller  A. decemarticulatus,  but is not detrimental to the plant as in a parasitoid-herbivore enemy-free space.	N	missing interaction, missing participant
Ecology	PLoS_One-5-10-2948506	10.1371/journal.pone.0013110	IOP-512733,ITS-578327	H. physophora,A. decemarticulatus	interaction:007:competition,interaction:001:predatorprey,interaction:001:predatorprey	compete,prey,prey	Although accidental captures of both the workers and small bug nymphs were noted, these species mostly share the  H. physophora  treelets rather peacefully; for example, the areas surrounding the domatia seem to be where  A. decemarticulatus  and  Z. annulosus  compete for prey, but we never noted them fighting over prey.	N	missing participant
Ecology	PLoS_One-5-10-2948506	10.1371/journal.pone.0013110	IOP-512733,ITS-578327	H. physophora,A. decemarticulatus	interaction:003:mutualism	mutualistic	To summarize, we found  Z. annulosus  only on pubescent plants, including the myrmecophyte  H. physophora  whether or not the plant was sheltering a mutualistic  A. decemarticulatus  colony.	Y	missing participant
Ecology	PLoS_One_2011_Feb_18_6(2)_e16457	10.1371/journal.pone.0016457	Fis-32983|Fis-131821,Fis-22215|Fis-29358	bottlenose,dolphins	interaction:014:eating	fed	Using the stable isotope ratios in teeth it was shown that offshore bottlenose dolphins in the Northwest Atlantic had a higher proportion of squid in their diet compared to inshore populations that fed predominately on fish  [42] .	N	missing participant
Ecology	PLoS_One_2011_Feb_18_6(2)_e16457	10.1371/journal.pone.0016457	Fis-34118,ITS-174460	Penguins,Eudyptula minor	interaction:001:predatorprey	prey	Stable isotope analysis of Little Penguins ( Eudyptula minor ) have found comparable values for the stable isotopic signatures of a number of the prey species considered here, and provides external validation of the values in this study  [50] .	N	missing participant
Ecology	PLoS_One_2011_Feb_18_6(2)_e16457	10.1371/journal.pone.0016457	Fis-34118,Fis-22215|Fis-29358	penguin,dolphins	interaction:007:competition,interaction:014:eating	competition,fed	Human impacts of fishing could also act to increase competition between the two species, through removal of larger fish (which exceed penguin gape size, but can be fed on by dolphins).	Y	missing participant
Ecology	PLoS_One_2010_May_24_5(5)_e10798	10.1371/journal.pone.0010798	ITS-559612,Fis-22160	Cyanistes caeruleus,butterfly	interaction:026:attacking,interaction:001:predatorprey	attacks,predator	Here, we test if the deflective capacity of marginal eyespots is influenced by the strong broad-spectrum reflective properties of the white eyespot pupils, and whether ambient light conditions influence how birds aim their attacks; we do this by staging experiments between a generalist bird predator, the blue tit,  Cyanistes caeruleus , and a butterfly with large marginal eyespots, the woodland brown,  Lopinga achine  ( Fig. 1a ), under different light intensity conditions with or without a UV light component.	Y	
Ecology	PLoS_One_2010_May_24_5(5)_e10798	10.1371/journal.pone.0010798	Fis-22160,Fis-22160,Fis-22962	butterfly,butterfly,beak	interaction:026:attacking,interaction:026:attacking	attacked,attack	Results When we presented mounted butterflies in the high light intensity treatment with a UV component present (High, UV+,  Fig. 2 ) all birds (nâ€Š=â€Š13) distinctly attacked the butterfly's head and decapitated the butterfly in one instant strike or seized it with the beak just behind the head ( Fig. 3  and  4a ); hence not a single attack was misdirected towards the eyespots.	N	species trigger problem
Ecology	PLoS_One_2010_May_24_5(5)_e10798	10.1371/journal.pone.0010798	Fis-22160,Fis-22962	butterfly,beak	interaction:026:attacking	attack	The bird with the head of the butterfly in its beak after the attack.	N	species trigger problem
Ecology	PLoS_One_2010_May_24_5(5)_e10798	10.1371/journal.pone.0010798	ITS-561864,Fis-22160,Lep-156957.0	Parus major,butterfly,Aglais urticae	interaction:026:attacking	attack	Moreover, the low light intensity conditions used in the Low (UV+ and UV-) treatments are not lower than light levels experienced by foraging birds in the field; we base this inference on our recording, by using a movement initiated IR-sensitive camera, Cuddeback Digital, how a great tit,  Parus major , entered a house through a paneless window and caught a small tortoiseshell butterfly,  Aglais urticae , that was hibernating on the wall in an unheated attic; the attack occurred at 10âˆ¶29 am on 9 November 2007.	Y	
Ecology	PLoS_One_2010_May_24_5(5)_e10798	10.1371/journal.pone.0010798	Fis-22160,Lep-274950.0	butterfly,L. achine	interaction:001:predatorprey	prey	The woodland brown butterfly  L. achine  was chosen as a suitable prey for testing the deflection hypothesis, because this satyrine has large marginal eyespots with broad-spectrum reflectance in their white eyespot pupils that strongly reflect light well into ultraviolet wavelengths ( Fig. 1a and 1b ).	N	missing participant
Ecology	PLoS_One_2010_May_24_5(5)_e10798	10.1371/journal.pone.0010798	Fis-26134|Fis-30103|Fis-54659|Fis-22930|Fis-29476|Fis-25027|Fis-25202|Fis-25676|Fis-29918|Fis-25680|Fis-31294|Fis-28374|Fis-27674|Fis-27761,Fis-22160,Fis-26134|Fis-30103|Fis-54659|Fis-22930|Fis-29476|Fis-25027|Fis-25202|Fis-25676|Fis-29918|Fis-25680|Fis-31294|Fis-28374|Fis-27674|Fis-27761	perch,butterfly,perch	interaction:026:attacking	attack	In front of the last perch the mounted butterfly was presented glued onto a slender piece of wood, and typically the blue tit would sit on its perch for a second or two before launching its attack ( Fig. 3 ).	N	species trigger problem, missing participant
Ecology	PLoS_One_2011_Feb_2_6(2)_e14610	10.1371/journal.pone.0014610	ITS-573082,ITS-180092	chimpanzees,humans	interaction:015:interaction,interaction:015:interaction	interactions,interactions	First, the focal gesture had essentially no naturalistic relevance to the lifestyles of the chimpanzees, as it was not something they themselves came up with for intra-specific interactions but rather something humans trained them to execute arbitrarily for inter-specific interactions.	Y	
Ecology	PLoS_One_2011_Feb_2_6(2)_e14610	10.1371/journal.pone.0014610	ITS-573031,ITS-180092	mandrills,human	interaction:015:interaction	interactions	It was emphatically affirmed that the Colchester mandrills have never had any direct human interactions where Eye covering or any other gestures were trained or molded whatsoever [see personal communications above in  Results and Discussion ].	Y	
Ecology	PLoS_One_2011_Jul_18_6(7)_e22027	10.1371/journal.pone.0022027	Fis-54081,Fis-35820|Lep-43219.0|Ple-Syn-665|OSF-22248|SF-440064|Lep-252104.0|ITS-175540|Scr-19-.03-.04-.02-.003-.001-.029-.-|ILD-9524-8208|Dip-55370|Fis-8250|ITS-108343|ITS-116182|OSF-1370|OSF-S-384|Rep-7847|Dip-Syn-141690|Fis-135585|ITS-515868|Kew-110299|Kew-115560|OSF-22060|ITS-44960|Dip-Syn-61014|ITS-663251|Cha-10298|SF-SM-200824|ICH-90196328|Kew-353676|Lep-42968.0|Rep-4013|ITS-83740|ITS-507623|IOP-577223|Mus-Syn-5958|ITS-551678|Dip-Syn-66100|Kew-110867|ITS-695526|ITS-207770|ASF-S-209|Scr-11-.07-.00-.00-.001-.000-.011-.-|ITS-176817|Eum-1805|OSF-S-537|ITS-583494|Scr-18-.01-.01-.05-.067-.000-.013-.-|Kew-252588|SF-332857|Dip-Syn-67525|SF-299251|Dip-158458|Con-2413|ICH-90189007|Kew-114963|ITS-93229|ITS-83870|Rep-Syn-20298|ITS-503329|OSF-11339|ILD-7203-6147|Dip-Syn-67628|ITS-720486|OSF-11250|Lep-23966.0|Dip-Syn-69261|ITS-23212|ITS-29539|Ves-033691|Ast-Syn-1130|Lep-193642.0|Cha-Syn-10205|Wtx-52899|ITS-595594|Kew-115413|Neu-6462|ICH-90196893|OSF-1367|Dip-81958|ITS-722311|Wtx-45085|Ros-5959	herring,L. occidentalis	interaction:014:eating,interaction:014:eating,interaction:014:eating,interaction:001:predatorprey	eating,eating,fed,prey	However, glaucous-winged gulls eating only herring were able to raise larger broods than were those whose diet included trash  [20] , and for congeneric Western gulls ( L. occidentalis ) the most successful breeders avoided eating refuse and instead fed themselves and their young mainly on fish prey  [21] .	Y	
Ecology	PLoS_One_2011_Jul_18_6(7)_e22027	10.1371/journal.pone.0022027	OSF-S-1033|OSF-S-981|ITS-176860,WBD-Eup-58	L. novaehollandiae,Nyctiphanes australis	interaction:001:predatorprey	prey	In red-billed gulls ( L. novaehollandiae ), egg and clutch size over 41 years were positively correlated with the availability of their preferred prey, the euphausiid  Nyctiphanes australis   [53] .	Y	
Ecology	PLoS_One_2011_Jul_18_6(7)_e22027	10.1371/journal.pone.0022027	Fis-54081,Fis-54081,Fis-30040|Fis-24923|Fis-24424|Fis-52983,Fis-54081,Fis-54081	herring,herring,spawn,pilchard,Sardinops sagax	interaction:001:predatorprey	prey	However, stock declines and temporal contraction of spawning herring in the Salish Sea (most herring there now spawn in March)  [13] ,  [24]  means that access to this prey resource has declined for pre-breeding gulls over at least the past 40 years; other forage fishes such as pilchard ( Sardinops sagax ) were rendered commercially extinct in the study area as early as the 1940s  [11] .	N	missing participant
Ecology	PLoS_One_2010_Aug_4_5(8)_e11954	10.1371/journal.pone.0011954	ITS-180596,ITS-180092	wolf,humans	interaction:001:predatorprey	predator	We predicted a response by cattle to wolf presence because we hypothesized that their anti-predator responses were present, although perhaps attenuated due to domestication and artificial selection by humans.	N	missing participant
Ecology	PLoS_One_2010_Aug_4_5(8)_e11954	10.1371/journal.pone.0011954	ITS-180695,ITS-180699,ITS-180699,ITS-180698,ITS-180698,ITS-180703,ITS-180703	elk,white-tailed deer,Odocoileus virginianus,mule deer,O. hemionus,moose,Alces alces	interaction:001:predatorprey	prey	Wild prey for wolves in the area include elk, white-tailed deer ( Odocoileus virginianus ), mule deer ( O. hemionus ), and moose ( Alces alces ).	N	missing participant, species list
Ecology	PLoS_One_2010_Aug_4_5(8)_e11954	10.1371/journal.pone.0011954	ITS-180695,ITS-180596	elk,wolf	interaction:001:predatorprey,interaction:001:predatorprey	predator,prey	Prey response variables: movement and environmental metrics Because anti-predator behaviors are a composite of many responses which an animal can adjust to accomplish its end, we calculated seven prey response variables to characterize cattle and elk responses to wolf presence ( Table S1 ).	Y	missing participant
Ecology	PLoS_One-4-8-2727915	10.1371/journal.pone.0006746	ITS-180088,Fis-64150,Fis-64150	T. brasiliensis,Texas,Texas	interaction:022:hybridising	hybrid	A previous analysis concluded that the population of free-tailed bats in and around College Station are a hybrid population composed of two separate subspecies of  T. brasiliensis  within Texas  [26] , including representatives of a migratory subpopulation found in central Texas, including Austin ( T.b.	N	species trigger problem
Ecology	PLoS_ONE-3-1-2169303	10.1371/journal.pone.0001415	BIO-nm.5000,BIO-nm.3093,BIO-nm.2606,BIO-nm.5000,ITS-154396,ITS-154396	B. thuringiensis,Escherichia coli,Pseudomonas fluorescens,B. thuringiensis,honey bees,Apis mellifera	interaction:011:exclusion,interaction:019:poisoning	excluded,toxins	Specifically, studies had to: (i) involve Bt Cry proteins that are either lepidopteran-active (Cry1, Cry2, or Cry9 class) or coleopteran-active (Cry3 class) and that were either expressed in Bt plant tissues or produced by genetically modified  B. thuringiensis ,  Escherichia coli , or  Pseudomonas fluorescens  strains (i.e. we excluded studies testing formulations of whole or lysed  B. thuringiensis  bacterial cells or spores, which might contain a mixture of different toxins, surfactants, and inert carrier ingredients) (ii) measure the effects of ingestion of the cry protein for honey bees of the species  Apis mellifera ; (iii) have occurred in a laboratory setting; (iv) report survival (or conversely mortality) as a response variable; (v) include a comparison to a non-transgenic control (typically sugar water or, for tissue studies, pollen from a non-transgenic plant variety); (vi) present treatment means, accompanied by standard deviations ( s ) and sample sizes ( n ) (or the author directly provided these values to us) necessary to calculate the metric of effect size, Hedges'  d   [16]  (i.e., we required  n 1 >0,  n 2 >0,  n 1 + n 2 >2, and  s 1 ( n 1 âˆ’1)+ s 2 ( n 2 âˆ’1)>0); and (vii) have been written in English.	N	interaction trigger problem, species list
Ecology	PLoS_One_2010_Oct_29_5(10)_e13724	10.1371/journal.pone.0013724	Fis-25265,ITS-622028	scat,leopard cat	interaction:012:invasion	invasive	Since most of our work was on non-invasive samples (scat) which are relatively poor sources of DNA, we had to amplify several small fragments of DNA to obtain the total length required (564 base pairs for leopard cat and 601 base pairs for jungle cat).	N	species trigger problem, interaction trigger problem
Ecology	PLoS_One_2010_Oct_29_5(10)_e13724	10.1371/journal.pone.0013724	ITS-183802,ITS-622028,ITS-552763	Felis chaus,leopard cats,Prionailurus bengalensis	interaction:024:relationship	relationships	Phylogenetic relationships using mtDNA sequences of 55 jungle cats ( Felis chaus ) and 40 leopard cats ( Prionailurus bengalensis ) (303 bp NADH5, 141 bp cytochrome b) from India.	Y	
Ecology	PLoS_One_2010_Oct_29_5(10)_e13724	10.1371/journal.pone.0013724	ITS-622028,ITS-552763	leopard cats,Prionailurus bengalensis	interaction:024:relationship	relationships	Phylogenetic relationships of the global population of leopard cats ( Prionailurus bengalensis ) using 575 bp of cytochrome b sequence.	Y	
Ecology	PLoS_One_2010_Aug_11_5(8)_e12022	10.1371/journal.pone.0012022	ITS-40462,Dip-52465	A. gerardii,Contarinia wattsi	interaction:014:eating	consuming	One of the species consuming  A. gerardii  embryos and flowers was likely the Cecidomyiid midge,  Contarinia wattsi   [13] .	Y	
Ecology	PLoS_One_2010_Aug_11_5(8)_e12022	10.1371/journal.pone.0012022	ITS-40462,ITS-42076	A. gerardii,S. scoparium	interaction:007:competition,interaction:007:competition	competitive,competitive	Specifically, there may be an indirect effect of fungal pathogens on the competitive dominant  A. gerardii , and perhaps the less abundant but highly competitive  S. scoparium .	Y	missing interaction, missing participant
Ecology	PLoS_One_2010_Aug_11_5(8)_e12022	10.1371/journal.pone.0012022	ITS-40462,ITS-42076,ITS-41088	A. gerardii,S. scoparium,P. pratensis	interaction:011:exclusion	exclusion	We hypothesize that pathogen exclusion increased  A. gerardii  root biomass (and perhaps  S. scoparium  root biomass), which reduced soil nitrate availability, resulting in reduced seed production by  P. pratensis  but not reduced vegetative production.	N	missing interaction, missing participant
Ecology	PLoS_ONE_2008_Feb_27_3(2)_e1695	18305823	ITS-660161,ITS-98205	Calcinus laevimanus,Calcinus tibicen	interaction:015:interaction,interaction:006:affecting	interactions,affected	Aspects of aggressive behavior in interactions between individuals are affected by varying the size of natural white markings on the chelae of  Calcinus laevimanus  with white paint  [14] , manipulating body patterns on  Calcinus tibicen   [15]  and attaching identity tags to the carapace of  Potamon fluviatile   [16] .	Y	missing participant
Ecology	PLoS_ONE_2009_Apr_30_4(4)_e5379	10.1371/journal.pone.0005379	Fis-22963,Fis-29267,Fis-29267,Fis-24893,Fis-24893	small fish,lesser sandeel,Ammodytes marinus,butterfish,Pholis gunnellus	interaction:014:eating	feed	They are foot-propelled pursuit-divers and, at this colony, mainly feed benthically on small fish such as the lesser sandeel ( Ammodytes marinus ) and butterfish ( Pholis gunnellus ).	N	missing participant
Ecology	PLoS_ONE-2-1-1828636	17245444	Fis-29585,Fis-60170|Fis-29593|Fis-32979,Fis-60170|Fis-29593|Fis-32979	shortnose sturgeon,sturgeon,sturgeon	interaction:014:eating	feeding	Our shortnose sturgeon sampling was completed in two ways: (1) randomly dispersed sampling from June to mid-September (1995 and 1996) throughout the river when the sturgeon were feeding and widely distributed; and (2) targeted sampling of adult sturgeon at their wintering site in December, March, and early April, and their spawning grounds near Albany from mid-April through May (1994 to 1997,  Table 1 ).	N	species trigger problem
Ecology	PLoS_One_2011_Apr_6_6(4)_e17656	10.1371/journal.pone.0017656	ITS-175265,Fis-23592|Fis-30240	Cathartes aura,scavengers	interaction:018:scavenging,interaction:014:eating	scavengers,feed	Turkey vultures ( Cathartes aura ) are scavengers and feed on a wide array of carrion  [22] .	N	missing participant
Ecology	PLoS_One_2011_Apr_6_6(4)_e17656	10.1371/journal.pone.0017656	ITS-175423,ITS-180696,ITS-180696	Haliaeetus pelagicus,sika deer,Cervus nippon	interaction:014:eating,interaction:025:killing	feeding,killed	Measures have also been taken on the island of Hokkaido, Japan where significant mortality in white-tailed eagles and Stellar's sea-eagles ( Haliaeetus pelagicus ) has been attributed to feeding on hunter killed sika deer ( Cervus nippon )  [56] .	Y	
Ecology	PLoS_One_2009_Sep_16_4(9)_e7006	10.1371/journal.pone.0007006	BIO-nm.3093,BIO-nm.2972	Escherichia coli,Vibrio harveyi	interaction:022:hybridising,interaction:022:hybridising,interaction:022:hybridising,interaction:022:hybridising	hybridization,FISH,FISH,hybridization	Identification of pathogens by Fluorescent  In Situ  Hybridization (FISH) For the detection and enumeration of potentially pathogenic microorganisms (i.e. total Coliforms,  Escherichia coli ,  Vibrio  spp. and  Vibrio harveyi ) we used the FISH (Fluorescent  In Situ  Hybridization) technique targeting the bacterial 16S rRNA.	N	interaction trigger problem, species list
Ecology	PLoS_One_2010_Sep_21_5(9)_e12852	10.1371/journal.pone.0012852	Ast-Syn-6679|Ros-14483|Kew-223390|Ara-032885|ILD-4495-22480|Sal-943|Lep-124557.0|Kew-359600|Lep-283242.0|Kew-233843|Kew-233842|Kew-225988|Ast-Syn-8944|Ast-22418|Neu-S-3305|Alg-13881|Lep-209091.0|Lep-162479.0|Fis-153944|Lep-163777.0|SF-449026|Kew-303055|Neu-S-15330|Lep-57129.0|Ast-Syn-39813|ITS-156035|Lep-264728.0|ITS-511105|Kew-51618|Por-190269|ITS-22615|Ros-1490|Lep-21923.0|Lep-153256.0|Dip-95727|ITS-36958|URM-Cn-Syn-8429|Kew-46995|Alg-24099|Ast-Syn-29709|ITS-21012|Ast-Syn-1272|SF-SM-327739|Lep-264293.0|Kew-303156|ITS-578987|Ast-20945|Por-234053,Ast-Syn-6679|Ros-14483|Kew-223390|Ara-032885|ILD-4495-22480|Sal-943|Lep-124557.0|Kew-359600|Lep-283242.0|Kew-233843|Kew-233842|Kew-225988|Ast-Syn-8944|Ast-22418|Neu-S-3305|Alg-13881|Lep-209091.0|Lep-162479.0|Fis-153944|Lep-163777.0|SF-449026|Kew-303055|Neu-S-15330|Lep-57129.0|Ast-Syn-39813|ITS-156035|Lep-264728.0|ITS-511105|Kew-51618|Por-190269|ITS-22615|Ros-1490|Lep-21923.0|Lep-153256.0|Dip-95727|ITS-36958|URM-Cn-Syn-8429|Kew-46995|Alg-24099|Ast-Syn-29709|ITS-21012|Ast-Syn-1272|SF-SM-327739|Lep-264293.0|Kew-303156|ITS-578987|Ast-20945|Por-234053,Ast-7300|ITS-35465	C. diffusa,C. diffusa,Artemisia frigida	interaction:016:herbivory,interaction:016:herbivory,interaction:016:herbivory	herbivory,herbivory,herbivory	While investigating the impact of herbivory on allelopathic performance of  C. diffusa , Norton et al. [2]  could not detect HQ from greenhouse soils previously used to grow  C. diffusa - Artemisia frigida  (no herbivory or with herbivory).	N	missing participant
Ecology	PLoS_ONE-3-8-2488376	10.1371/journal.pone.0002909	ITS-720110,Lep-25626.0	Leptinotarsa decemlineata,O. nubilalis	interaction:014:eating	feeding	The biological activity of Cry3Bb1 and Cry1Ab in the pollen samples used in the feeding bioassays was confirmed by sensitive insect bioassays using larvae of  Leptinotarsa decemlineata  (Say) (Coleoptera: Chrysomelidae) and  O. nubilalis , respectively, in our laboratory (Li et al. unpublished data).	N	missing participant
Ecology	PLoS_ONE-3-8-2488376	10.1371/journal.pone.0002909	ITS-106965,Neu-3128	Orius insidiosus,C. carnea	interaction:014:eating	fed	Pilcher et al. [10]  also fed larvae of  Orius insidiosus  Say (Heteroptera: Anthocoridae) and  C. carnea  with pollen from Cry1Ab expressing  Bt  maize (Event Bt176) and did not find effects on several life-table parameters.	N	missing participant
Ecology	PLoS_One_2011_Jul_21_6(7)_e21987	10.1371/journal.pone.0021987	ITS-612302,ITS-612353,ITS-612564	Onycocaris spinosa,Periclimenaeus rastrifer,Thaumastocaris streptopus	interaction:023:host	hosts	Additional species available in the authors' collection, which lived in different sponge hosts, were examined for their morphology and stomach content:  Cuapetes americanus  (Kingsley, 1878) (Tobacco Caye, Belize, 2006),  Onycocaris spinosa  Fujino & Miyake, 1969 (Aqaba, Jordan, 2008),  Periclimenaeus rastrifer  Bruce, 1980 (Aqaba, Jordan, 2008),  Thaumastocaris streptopus  Kemp, 1922 (Nhatrang Bay, Vietnam, 2006), and  Synalpheus  cf. hastilicrassus  CoutiÃ¨re, 1905 (Socotra, Western Indian Ocean, 1984).	N	missing participant, species list
Ecology	PLoS_One_2011_Jul_21_6(7)_e21987	10.1371/journal.pone.0021987	ITS-96532,Por-234209,ITS-96531,Por-234209,Por-169565	T. carneus,Tedania klausi,T. distinctus,Tedania klausi,T. ignis	interaction:023:host	hosts	From these 50 fire sponges, 22 (44%) did not contain any associated shrimps; 17 sponges from the remaining 28 (i.e., 61%, or 34% from all samples) contained  Typton  shrimps:  T. carneus  in 15 sponges (only in  Tedania klausi ), and  T. distinctus  in two sponge hosts (one  Tedania klausi  and one  T. ignis ).	Y	
Ecology	PLoS_One_2011_Jul_21_6(7)_e21987	10.1371/journal.pone.0021987	ITS-96438,Fis-26901	Periclimenaeus caraibicus,mangrove	interaction:023:host	host	The trend of similarity in colouration between host and shrimp was also observed in the other examined pontoniine species from Caribbean sponges: all  Periclimenaeus caraibicus  individuals inhabiting the green mangrove sponge  Lissodendoryx  spp. were of pale green colour; however, the juveniles of this species found in fire sponges were feebly pink or yellowish.	N	species trigger problem, missing participant
Ecology	PLoS_One_2011_Jul_21_6(7)_e21987	10.1371/journal.pone.0021987	ITS-96532,ITS-96531	T. carneus,T. distinctus	interaction:014:eating,interaction:023:host,interaction:014:eating,interaction:023:host	feeding,host,feed,host	Most evidence for feeding on the host body was accumulated for Caribbean  Typton  species ( T. carneus  and  T. distinctus ); however, stomach analyses confirmed that many other taxa also feed on their host tissues ( Table 1 ).	N	missing participant
Ecology	PLoS_One_2011_Jul_21_6(7)_e21987	10.1371/journal.pone.0021987	ITS-96536,Por-234386	Typton gnathophylloides,Zygomycale parishii	interaction:012:invasion,interaction:004:commensalism,interaction:015:interaction	invasion,commensal,interactions	Duarte and Nalesso  [4]  report that  Typton gnathophylloides  Holthuis, 1951 inhabiting Brazilian sponge  Zygomycale parishii  (Bowerbank, 1875) may prevent the invasion of commensal ophiuroids, which have then to restrict themselves to smaller peripheral sponge chambers; presumably, the large claw of males has an important role in interspecific agonistic interactions.	N	missing interaction, missing participant
Ecology	PLoS_One-5-6-2889830	10.1371/journal.pone.0011248	Fis-55125|Fis-25619|Fis-26219|Fis-24726,Fis-25245,Fis-25237,Fis-25245	pufferfish,medaka,zebrafish,medaka	interaction:015:interaction	interaction	Conspecific interaction may mediate the cohesive movement To examine whether the cohesive movement is observed in heterospecific combinations, we analyzed pufferfish-medaka and zebrafish-medaka pairs.	Y	title parsing problem
Ecology	PLoS_One-5-6-2889830	10.1371/journal.pone.0011248	Fis-140348|Fis-24622|Fis-26976|Fis-140346|Fis-140345|Fis-11112|Fis-122348|Fis-140390|Fis-147678|Fis-31771|Fis-122126|Fis-140389|Fis-140354|Fis-134879|Fis-140350|Fis-140351|Fis-30023|Fis-140352|Fis-140358|Fis-134875|Fis-140386|Fis-140357,Fis-24617	killifish,Fundulus diaphanus	interaction:021:mating	mates	In some fish, including killifish ( Fundulus diaphanus ), association preferences for size-matched fish occur both when shoal-mates are conspecific and when they are heterospecific  [20] , [21] .	N	interaction trigger problem
Ecology	PLoS_One-5-6-2889830	10.1371/journal.pone.0011248	Fis-55125|Fis-25619|Fis-26219|Fis-24726,Fis-25245	pufferfish,medaka	interaction:015:interaction	interaction	Considering that the body length of pufferfish (3 cm) is similar to that of medaka, conspecific interaction in the cohesive movement of the two fish may be mediated by factors other than body-color or body-length, such as movement pattern or morphology.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybrid	The hybrid  Phoxinus  populations studied to date usually coexist with only  P. eos , although populations coexisting with  P. neogaeus  or with both parental species are not uncommon  [14] ,  [15] ,  [16] ,  [17] .	Y	
